,DateTime,Open_Bid,High_Bid,Low_Bid,Close_Bid,Open_Ask,High_Ask,Low_Ask,Close_Ask
40,2020-06-12 13:00:00,1.13053,1.13231,1.12914,1.13017,1.13054,1.13235,1.12915,1.13018
41,2020-06-12 14:00:00,1.13017,1.13053,1.12387,1.12465,1.13018,1.13054,1.12388,1.12466
42,2020-06-12 15:00:00,1.12465,1.12585,1.12333,1.12518,1.12466,1.12586,1.12334,1.1252
43,2020-06-12 16:00:00,1.12518,1.12565,1.1235,1.12361,1.1252,1.12566,1.12351,1.12362
44,2020-06-12 17:00:00,1.12361,1.12447,1.12126,1.12241,1.12362,1.12452,1.12127,1.12243
45,2020-06-12 18:00:00,1.12241,1.12339,1.12211,1.1231,1.12243,1.1234,1.12212,1.12312
46,2020-06-12 19:00:00,1.1231,1.12533,1.1231,1.12529,1.12312,1.12534,1.12312,1.1253
47,2020-06-12 20:00:00,1.12529,1.12622,1.12521,1.12551,1.1253,1.12629,1.12526,1.1256
48,2020-06-14 21:15:00,1.1239,1.12475,1.1239,1.12421,1.1247,1.12484,1.12413,1.12435
49,2020-06-14 22:00:00,1.12421,1.12518,1.12262,1.12471,1.12435,1.12522,1.12269,1.12475
50,2020-06-14 23:00:00,1.12471,1.12583,1.12427,1.12517,1.12475,1.12585,1.12429,1.12518
51,2020-06-15 00:00:00,1.12517,1.12611,1.1245,1.12462,1.12518,1.12613,1.12452,1.12463
52,2020-06-15 01:00:00,1.12462,1.12604,1.12436,1.12592,1.12463,1.12605,1.12437,1.12593
53,2020-06-15 02:00:00,1.12592,1.12607,1.12515,1.1253,1.12593,1.12609,1.12516,1.12531
54,2020-06-15 03:00:00,1.1253,1.12643,1.12527,1.12635,1.12531,1.12644,1.12528,1.12637
55,2020-06-15 04:00:00,1.12635,1.12683,1.12593,1.12606,1.12637,1.12685,1.12594,1.12607
56,2020-06-15 05:00:00,1.12606,1.12618,1.12371,1.12416,1.12607,1.1262,1.12372,1.12417
57,2020-06-15 06:00:00,1.12416,1.12485,1.12267,1.1231,1.12417,1.12486,1.12268,1.12312
58,2020-06-15 07:00:00,1.1231,1.12504,1.12301,1.12442,1.12312,1.12505,1.12303,1.12443
59,2020-06-15 08:00:00,1.12442,1.12677,1.12418,1.12666,1.12443,1.12678,1.12419,1.12667
60,2020-06-15 09:00:00,1.12666,1.12666,1.12441,1.12493,1.12667,1.12667,1.12442,1.12494
61,2020-06-15 10:00:00,1.12493,1.12602,1.1245,1.12463,1.12494,1.12603,1.12451,1.12464
62,2020-06-15 11:00:00,1.12463,1.12678,1.12403,1.12578,1.12464,1.12679,1.12405,1.12579
63,2020-06-15 12:00:00,1.12578,1.12609,1.12462,1.12477,1.12579,1.12611,1.12463,1.12479
64,2020-06-15 13:00:00,1.12477,1.12846,1.1244,1.12775,1.12479,1.12848,1.12441,1.12777
65,2020-06-15 14:00:00,1.12775,1.12939,1.12694,1.12738,1.12777,1.12942,1.12695,1.1274
66,2020-06-15 15:00:00,1.12738,1.12778,1.12602,1.12697,1.1274,1.12779,1.12603,1.12698
67,2020-06-15 16:00:00,1.12697,1.12881,1.12686,1.12853,1.12698,1.12885,1.12688,1.12856
68,2020-06-15 17:00:00,1.12853,1.13013,1.12821,1.12986,1.12856,1.13014,1.12823,1.12988
69,2020-06-15 18:00:00,1.12986,1.13324,1.12985,1.13148,1.12988,1.13327,1.12988,1.13149
70,2020-06-15 19:00:00,1.13148,1.13239,1.13074,1.13143,1.13149,1.1324,1.13075,1.13144
71,2020-06-15 20:00:00,1.13143,1.13232,1.13127,1.13231,1.13144,1.13234,1.13129,1.13234
72,2020-06-15 21:15:00,1.13195,1.13269,1.13195,1.1325,1.1326,1.13283,1.13219,1.1326
73,2020-06-15 22:00:00,1.1325,1.1331,1.13199,1.13294,1.1326,1.13312,1.13203,1.13298
74,2020-06-15 23:00:00,1.13294,1.13383,1.13259,1.13376,1.13298,1.13384,1.13262,1.13377
75,2020-06-16 00:00:00,1.13376,1.13399,1.13303,1.13337,1.13377,1.134,1.13304,1.13339
76,2020-06-16 01:00:00,1.13337,1.13398,1.13275,1.13282,1.13339,1.134,1.13277,1.13283
77,2020-06-16 02:00:00,1.13282,1.13487,1.13282,1.13455,1.13283,1.13488,1.13283,1.13457
78,2020-06-16 03:00:00,1.13455,1.13478,1.1338,1.13395,1.13457,1.1348,1.13381,1.13396
79,2020-06-16 04:00:00,1.13395,1.13396,1.13322,1.13327,1.13396,1.13397,1.13323,1.1333
80,2020-06-16 05:00:00,1.13327,1.13471,1.1332,1.13359,1.1333,1.13472,1.13323,1.13362
81,2020-06-16 06:00:00,1.13359,1.13471,1.13279,1.13463,1.13362,1.13472,1.1328,1.13464
82,2020-06-16 07:00:00,1.13463,1.13534,1.13206,1.13231,1.13464,1.13535,1.13207,1.13232
83,2020-06-16 08:00:00,1.13231,1.13474,1.13151,1.13364,1.13232,1.13475,1.13152,1.13367
84,2020-06-16 09:00:00,1.13364,1.13413,1.13219,1.13336,1.13367,1.13414,1.13221,1.13339
85,2020-06-16 10:00:00,1.13336,1.1335,1.13104,1.13156,1.13339,1.13352,1.13105,1.13157
86,2020-06-16 11:00:00,1.13156,1.13199,1.12948,1.13038,1.13157,1.132,1.1295,1.13039
87,2020-06-16 12:00:00,1.13038,1.13193,1.12948,1.13016,1.13039,1.13194,1.12949,1.13018
88,2020-06-16 13:00:00,1.13016,1.13029,1.12662,1.12702,1.13018,1.13032,1.12663,1.12704
89,2020-06-16 14:00:00,1.12702,1.1275,1.12317,1.12375,1.12704,1.12751,1.12319,1.12376
90,2020-06-16 15:00:00,1.12375,1.12642,1.12278,1.12572,1.12376,1.12643,1.12279,1.12573
91,2020-06-16 16:00:00,1.12572,1.12732,1.12547,1.12684,1.12573,1.12733,1.12549,1.12685
92,2020-06-16 17:00:00,1.12684,1.12688,1.12582,1.12629,1.12685,1.12689,1.12584,1.1263
93,2020-06-16 18:00:00,1.12629,1.12725,1.12598,1.12723,1.1263,1.12726,1.126,1.12724
94,2020-06-16 19:00:00,1.12723,1.12723,1.12567,1.12616,1.12724,1.12725,1.12568,1.12617
95,2020-06-16 20:00:00,1.12616,1.12641,1.12573,1.12634,1.12617,1.12642,1.12575,1.12638
96,2020-06-16 21:15:00,1.1262,1.12633,1.12548,1.12615,1.1266,1.1266,1.12573,1.12631
97,2020-06-16 22:00:00,1.12615,1.12625,1.12532,1.12591,1.12631,1.12637,1.12536,1.12594
98,2020-06-16 23:00:00,1.12591,1.12628,1.12591,1.12617,1.12594,1.12629,1.12593,1.12619
