,DateTime,Open_Bid,High_Bid,Low_Bid,Close_Bid,Open_Ask,High_Ask,Low_Ask,Close_Ask
0,2020-06-10 21:15:00,1.13724,1.13776,1.13724,1.13752,1.1379,1.1379,1.1375,1.13766
1,2020-06-10 22:00:00,1.13752,1.1381,1.13726,1.13774,1.13766,1.13813,1.1373,1.13778
2,2020-06-10 23:00:00,1.13774,1.13823,1.1364,1.1367,1.13778,1.13825,1.13641,1.13671
3,2020-06-11 00:00:00,1.1367,1.13891,1.1366,1.13867,1.13671,1.13892,1.13661,1.13868
4,2020-06-11 01:00:00,1.13867,1.13952,1.1382,1.13896,1.13868,1.13954,1.13822,1.13897
5,2020-06-11 02:00:00,1.13896,1.13941,1.13856,1.13875,1.13897,1.13943,1.13857,1.13877
6,2020-06-11 03:00:00,1.13875,1.1389,1.13564,1.13573,1.13877,1.13892,1.13567,1.13574
7,2020-06-11 04:00:00,1.13573,1.13587,1.13437,1.13511,1.13574,1.13588,1.13438,1.13512
8,2020-06-11 05:00:00,1.13511,1.13525,1.1325,1.13438,1.13512,1.13527,1.13253,1.13439
9,2020-06-11 06:00:00,1.13438,1.13624,1.13398,1.13601,1.13439,1.13625,1.13399,1.13603
10,2020-06-11 07:00:00,1.13601,1.13732,1.13433,1.13633,1.13603,1.13734,1.13434,1.13635
11,2020-06-11 08:00:00,1.13633,1.13908,1.13586,1.13897,1.13635,1.1391,1.13587,1.13901
12,2020-06-11 09:00:00,1.13897,1.14015,1.13817,1.13833,1.13901,1.1402,1.13818,1.13834
13,2020-06-11 10:00:00,1.13833,1.13855,1.13701,1.13724,1.13834,1.13857,1.13703,1.13725
14,2020-06-11 11:00:00,1.13724,1.1375,1.13533,1.13556,1.13725,1.13751,1.13534,1.13557
15,2020-06-11 12:00:00,1.13556,1.13586,1.13363,1.13566,1.13557,1.13588,1.13365,1.13568
16,2020-06-11 13:00:00,1.13566,1.13785,1.13506,1.13779,1.13568,1.13787,1.13507,1.1378
17,2020-06-11 14:00:00,1.13779,1.14036,1.1372,1.13812,1.1378,1.14039,1.13721,1.13813
18,2020-06-11 15:00:00,1.13812,1.13984,1.13624,1.13785,1.13813,1.13986,1.13626,1.13786
19,2020-06-11 16:00:00,1.13785,1.13837,1.13615,1.13617,1.13786,1.1384,1.13616,1.13618
20,2020-06-11 17:00:00,1.13617,1.13617,1.13076,1.13182,1.13618,1.13618,1.13078,1.13183
21,2020-06-11 18:00:00,1.13182,1.13258,1.12978,1.1301,1.13183,1.1326,1.12979,1.13012
22,2020-06-11 19:00:00,1.1301,1.13143,1.12923,1.12995,1.13012,1.13144,1.12924,1.12996
23,2020-06-11 20:00:00,1.12995,1.13031,1.12888,1.12988,1.12996,1.13033,1.12889,1.1299
24,2020-06-11 21:15:00,1.12934,1.13015,1.12912,1.12927,1.12995,1.1302,1.12925,1.12939
25,2020-06-11 22:00:00,1.12927,1.12989,1.12871,1.12986,1.12939,1.1299,1.12874,1.12989
26,2020-06-11 23:00:00,1.12986,1.13001,1.12876,1.12881,1.12989,1.13003,1.12877,1.12882
27,2020-06-12 00:00:00,1.12881,1.12942,1.12803,1.1283,1.12882,1.12944,1.12806,1.12831
28,2020-06-12 01:00:00,1.1283,1.12894,1.12766,1.12881,1.12831,1.12895,1.12767,1.12884
29,2020-06-12 02:00:00,1.12881,1.12983,1.12855,1.12889,1.12884,1.12988,1.12856,1.12891
30,2020-06-12 03:00:00,1.12889,1.12978,1.12874,1.12937,1.12891,1.12979,1.12875,1.12939
31,2020-06-12 04:00:00,1.12937,1.12978,1.12912,1.12969,1.12939,1.1298,1.12913,1.12972
32,2020-06-12 05:00:00,1.12969,1.13138,1.12932,1.13112,1.12972,1.13139,1.12935,1.13113
33,2020-06-12 06:00:00,1.13112,1.13161,1.12969,1.13044,1.13113,1.13162,1.12972,1.13045
34,2020-06-12 07:00:00,1.13044,1.13218,1.12972,1.13217,1.13045,1.13219,1.12973,1.13218
35,2020-06-12 08:00:00,1.13217,1.13407,1.13202,1.13248,1.13218,1.13409,1.13203,1.13249
36,2020-06-12 09:00:00,1.13248,1.13269,1.13101,1.13218,1.13249,1.1327,1.13102,1.13219
37,2020-06-12 10:00:00,1.13218,1.13276,1.12957,1.13027,1.13219,1.13277,1.12958,1.13028
38,2020-06-12 11:00:00,1.13027,1.13184,1.12925,1.13095,1.13028,1.13185,1.12926,1.13096
39,2020-06-12 12:00:00,1.13095,1.13158,1.12942,1.13053,1.13096,1.13159,1.12944,1.13054
