,DateTime,Open,High,Low,Close,Volume
0,2020-07-06 08:00:00,316.82,317.805,316.26,316.985,-1
1,2020-07-06 08:20:00,316.985,317.165,316.47,316.54,-1
2,2020-07-06 08:40:00,316.54,316.82,316.4,316.49,-1
3,2020-07-06 09:00:00,316.49,316.545,315.825,316.105,-1
4,2020-07-06 09:20:00,316.105,316.59,316.085,316.455,-1
5,2020-07-06 09:40:00,316.455,316.68,316.41,316.51,-1
6,2020-07-06 10:00:00,316.51,317.325,316.495,316.975,-1
7,2020-07-06 10:20:00,316.975,317.175,316.575,316.6,-1
8,2020-07-06 10:40:00,316.6,316.66,316.44,316.65,-1
9,2020-07-06 11:00:00,316.65,316.665,316.33,316.425,-1
10,2020-07-06 11:20:00,316.425,316.62,316.265,316.425,-1
11,2020-07-06 11:40:00,316.425,316.895,316.345,316.76,-1
12,2020-07-06 12:00:00,316.76,316.94,316.71,316.93,-1
13,2020-07-06 12:20:00,316.93,317.15,316.805,317.115,-1
14,2020-07-06 12:40:00,317.115,317.125,316.79,317.06,-1
15,2020-07-06 13:00:00,317.06,317.085,316.66,316.755,-1
16,2020-07-06 13:20:00,316.755,316.805,315.865,315.93,-1
17,2020-07-06 13:40:00,315.93,316.88,315.865,316.74,-1
18,2020-07-06 14:00:00,316.74,317.46,315.705,316.19,-1
19,2020-07-06 14:20:00,316.19,316.365,315.57,316.245,-1
20,2020-07-06 14:40:00,316.245,316.95,315.965,316.91,-1
21,2020-07-06 15:00:00,316.91,317.135,316.705,317.12,-1
22,2020-07-06 15:20:00,317.12,317.23,316.815,316.995,-1
23,2020-07-06 15:40:00,316.995,317.195,316.435,316.445,-1
24,2020-07-06 16:00:00,316.445,316.575,316.205,316.225,-1
25,2020-07-06 16:20:00,316.225,316.34,316.005,316.325,-1
26,2020-07-06 16:40:00,316.325,316.58,316.265,316.485,-1
27,2020-07-06 17:00:00,316.485,316.555,316.015,316.05,-1
28,2020-07-06 17:20:00,316.05,316.675,316.04,316.485,-1
29,2020-07-06 17:40:00,316.485,316.665,316.345,316.62,-1
30,2020-07-06 18:00:00,316.62,316.64,315.665,315.71,-1
31,2020-07-06 18:20:00,315.71,316.38,315.56,316.195,-1
32,2020-07-06 18:40:00,316.195,316.255,315.715,315.985,-1
33,2020-07-06 19:00:00,315.985,316.215,315.63,315.95,-1
34,2020-07-06 19:20:00,315.95,316.53,315.84,316.375,-1
35,2020-07-06 19:40:00,316.375,317.245,316.33,316.985,-1
36,2020-07-06 20:00:00,316.985,317.415,316.76,317.2,-1
37,2020-07-06 20:20:00,317.2,317.285,317.05,317.14,-1
38,2020-07-06 20:40:00,317.14,317.17,316.905,316.91,-1
